Sector_ID,Capacity
WW030_FL000,1200
WW031_FL000,1200
WW032_FL000,1200
WW033_FL000,1200
WW034_FL000,1200
WW035_FL000,1200
WW036_FL000,1200
WW038_FL000,1200
WW041_FL000,1200
WW042_FL000,1200
WW044_FL000,1200
WW045_FL000,1200
WW046_FL000,1200
WW100_FL000,1200
WW101_FL000,1200
WW102_FL000,1200
WW103_FL000,1200
WW105_FL000,1200
WW106_FL000,1200
WW107_FL000,1200
WW108_FL000,1200
WW109_FL000,1200
WW110_FL000,1200
WW111_FL000,1200
WW112_FL000,1200
WW114_FL000,1200
WW115_FL000,1200
WW116_FL000,1200
WW117_FL000,1200
WW118_FL000,1200
WW121_FL000,1200
WW122_FL000,1200
WW123_FL000,1200
WW124_FL000,1200
WW125_FL000,1200
WW126_FL000,1200
WW127_FL000,1200
WW128_FL000,1200
WW129_FL000,1200
WW130_FL000,1200
WW134_FL000,1200
WW135_FL000,1200
WW136_FL000,1200
WW137_FL000,1200
WW139_FL000,1200
WW140_FL000,1200
WW141_FL000,1200
WW142_FL000,1200
WW143_FL000,1200
WW144_FL000,1200
WW146_FL000,1200
WW147_FL000,1200
WW148_FL000,1200
WW149_FL000,1200
WW151_FL000,1200
WW152_FL000,1200
WW153_FL000,1200
WW166_FL000,1200
WW170_FL000,1200
WW178_FL000,1200
WW181_FL000,1200
WW190_FL000,1200
WW191_FL000,1200
WW192_FL000,1200
WW201_FL000,1200
WW202_FL000,1200
WW230_FL000,1200
WW231_FL000,1200
WW232_FL000,1200
WW233_FL000,1200
WW261_FL000,1200
WW262_FL000,1200
WW263_FL000,1200
WW264_FL000,1200
WW265_FL000,1200
WW267_FL000,1200
WW268_FL000,1200
WW269_FL000,1200
WW271_FL000,1200
WW272_FL000,1200
WW273_FL000,1200
WW274_FL000,1200
WW275_FL000,1200
WW278_FL000,1200
WW282_FL000,1200
WW283_FL000,1200
WW286_FL000,1200
WW287_FL000,1200
WW288_FL000,1200
WW289_FL000,1200
WW290_FL000,1200
WW293_FL000,1200
WW295_FL000,1200
WW296_FL000,1200
WW298_FL000,1200
WW300_FL000,1200
WW301_FL000,1200
WW304_FL000,1200
WW370_FL000,1200
WW371_FL000,1200
WW372_FL000,1200
WW373_FL000,1200
WW374_FL000,1200
WW375_FL000,1200
WW377_FL000,1200
WW378_FL000,1200
WW379_FL000,1200
WW380_FL000,1200
WW381_FL000,1200
WW382_FL000,1200
WW400_FL000,1200
WW401_FL000,1200
WW402_FL000,1200
WW403_FL000,1200
WW404_FL000,1200
WW405_FL000,1200
WW411_FL000,1200
WW412_FL000,1200
WW413_FL000,1200
WW421_FL000,1200
WW422_FL000,1200
WW423_FL000,1200
WW424_FL000,1200
WW425_FL000,1200
WW426_FL000,1200
WW427_FL000,1200
WW431_FL000,1200
WW432_FL000,1200
WW433_FL000,1200
WW434_FL000,1200
WW440_FL000,1200
WW590_FL000,1200
WW591_FL000,1200
WW592_FL000,1200
WW593_FL000,1200
WW594_FL000,1200
WW595_FL000,1200
WW596_FL000,1200
WW597_FL000,1200
WW641_FL000,1200
WW643_FL000,1200
WW644_FL000,1200
WW645_FL000,1200
WW650_FL000,1200
WW651_FL000,1200
WW652_FL000,1200
WW653_FL000,1200
WW654_FL000,1200
WW655_FL000,1200
WW656_FL000,1200
WW657_FL000,1200
WW658_FL000,1200
WW659_FL000,1200
WW660_FL000,1200
WW661_FL000,1200
WW662_FL000,1200
WW663_FL000,1200
WW665_FL000,1200
WW667_FL000,1200
WW669_FL000,1200
WW670_FL000,1200
WW671_FL000,1200
WW672_FL000,1200
WW673_FL000,1200
WW674_FL000,1200
WW675_FL000,1200
WW676_FL000,1200
WW678_FL000,1200
WW680_FL000,1200
WW684_FL000,1200
WW686_FL000,1200
WW688_FL000,1200
WW690_FL000,1200
WW774_FL000,1200
WW775_FL000,1200
WW811_FL000,1200
WW812_FL000,1200
WW813_FL000,1200
WW816_FL000,1200
WW817_FL000,1200
WW818_FL000,1200
WW819_FL000,1200
WW829_FL000,1200
WW830_FL000,1200
WW831_FL000,1200
WW834_FL000,1200
WW835_FL000,1200
WW836_FL000,1200
WW840_FL000,1200
WW841_FL000,1200
WW842_FL000,1200
WW843_FL000,1200
WW844_FL000,1200
WW845_FL000,1200
WW846_FL000,1200
WW847_FL000,1200
WW848_FL000,1200
WW849_FL000,1200
WW850_FL000,1200
WW851_FL000,1200
WW852_FL000,1200
WW853_FL000,1200
WW871_FL000,1200
WW872_FL000,1200
WW874_FL000,1200
WW875_FL000,1200
WW876_FL000,1200
WW880_FL000,1200
WW881_FL000,1200
WW882_FL000,1200
WW883_FL000,1200
WW884_FL000,1200
WW885_FL000,1200
WW886_FL000,1200
WW887_FL000,1200
WW888_FL000,1200
WW889_FL000,1200
WW890_FL000,1200
WW891_FL000,1200
WW892_FL000,1200
WW893_FL000,1200
WW894_FL000,1200
WW895_FL000,1200
WW896_FL000,1200
WW901_FL000,1200
WW902_FL000,1200
WW950_FL000,1200
WW951_FL000,1200
WW952_FL000,1200
WW953_FL000,1200
WW954_FL000,1200
WW955_FL000,1200
WW956_FL000,1200
WW957_FL000,1200
WW958_FL000,1200
WW959_FL000,1200
WW960_FL000,1200
WW961_FL000,1200
WW962_FL000,1200
WW963_FL000,1200
WW970_FL000,1200
WW971_FL000,1200
WW972_FL000,1200
WW973_FL000,1200
WW974_FL000,1200
WW975_FL000,1200
WW976_FL000,1200
WW977_FL000,1200
WW978_FL000,1200
WW979_FL000,1200
WW980_FL000,1200
WW981_FL000,1200
WW982_FL000,1200
WW984_FL000,1200
WW986_FL000,1200
XANUT_FL000,1200
XENAK_FL000,1200
XERUM_FL000,1200
YESEN_FL000,1200
ABSAM_FL000,1200
ALLGAU_FL000,1200
AUGSBURG_FL000,1200
BOLZANO_FL000,1200
BRNO_FL000,1200
CESKE_FL000,1200
EGGENFELDEN_FL000,1200
FRIEDRICHSHAFEN_FL000,1200
GLEICHENBERG_FL000,1200
GRAZ_FL000,1200
INGOLSTADT_FL000,1200
INNSBRUCK_FL000,1200
KLAGENFURT_FL000,1200
KUHTAI_FL000,1200
LANDSBERG_FL000,1200
LAUPHEIM_FL000,1200
LINZ_FL000,1200
MALACKY_FL000,1200
MENGEN_FL000,1200
MIKE_FL000,1200
MUNCHEN_FL000,1200
NAMEST_FL000,1200
NORDLINGEN_FL000,1200
OBERPFAFFENHOFEN_FL000,1200
RATTENBERG_FL000,1200
SALZBURG_FL000,1200
SARMELLEK_FL000,1200
SCHWECHAT_FL000,1200
STEFANIK_FL000,1200
STEINHOF_FL000,1200
TULLN_FL000,1200
WIERNER_FL000,1200
ZELTWEG_FL000,1200
DESNA_FL000,1200
EURACH_FL000,1200
FISCHAMEND_FL000,1200
FREISTADT_FL000,1200
KEMPTEN_FL000,1200
LUBURG_FL000,1200
MAISACH_FL000,1200
MILLDORF_FL000,1200
MOOSBURG_FL000,1200
RODING_FL000,1200
SOLLENAU_FL000,1200
STOCKERAU_FL000,1200
VILLACH_FL000,1200
WAGRAM_FL000,1200
EDJA_FL000,1200
LHSM_FL000,1200
LKNA_FL000,1200
LKTB_FL000,1200
LSZR_FL000,1200
CORVATSCH_FL000,1200
ERDING_FL000,1200
LECHFELD_FL000,1200
NEUBURG_FL000,1200
